family,n_unknowns,n_pairs,mean,var,mad05,range
Z,8,4,0.716796875,0.16032028198242188,0.455078125,0.9375
Z,8,4,0.25,0.168548583984375,0.48046875,0.9609375
Z,8,4,0.28125,0.157745361328125,0.453125,0.9375
Z,8,4,0.25390625,0.1634063720703125,0.47265625,0.953125
Z,8,4,0.490234375,0.22202682495117188,0.470703125,0.984375
Z,8,4,0.501953125,0.20713424682617188,0.455078125,0.921875
Z,8,4,0.26953125,0.1597442626953125,0.4609375,0.9453125
Z,8,4,0.24609375,0.1597137451171875,0.47265625,0.9375
Z,8,4,0.474609375,0.21790695190429688,0.466796875,0.9375
Z,8,4,0.7421875,0.168487548828125,0.4765625,0.953125
Z,8,4,0.251953125,0.16028976440429688,0.470703125,0.9296875
Z,8,4,0.947265625,0.000652313232421875,0.447265625,0.0703125
Z,8,4,0.7265625,0.176055908203125,0.4765625,0.984375
Z,8,4,0.265625,0.154083251953125,0.45703125,0.9140625
Z,8,4,0.4765625,0.227142333984375,0.4765625,0.9609375
Z,8,4,0.498046875,0.22178268432617188,0.470703125,0.96875
Z,8,4,0.5078125,0.2125244140625,0.4609375,0.9375
Z,8,4,0.48046875,0.2198028564453125,0.46875,0.953125
Z,8,4,0.26171875,0.1742095947265625,0.48046875,0.9765625
Z,8,4,0.71484375,0.1704254150390625,0.46484375,0.9609375
Z,8,4,0.71875,0.168487548828125,0.46484375,0.953125
Z,8,4,0.46484375,0.2125396728515625,0.4609375,0.9375
Z,8,4,0.240234375,0.15171432495117188,0.466796875,0.9140625
Z,8,4,0.48828125,0.1914825439453125,0.4375,0.890625
Z,8,4,0.03125,0.00054931640625,0.46875,0.046875
Z,8,4,0.48828125,0.2161407470703125,0.46484375,0.9453125
Z,8,4,0.95703125,0.0001983642578125,0.45703125,0.0390625
Z,8,4,0.482421875,0.22898483276367188,0.478515625,0.9609375
Z,8,4,0.251953125,0.16764450073242188,0.478515625,0.953125
Z,8,4,0.25390625,0.1559600830078125,0.46484375,0.9296875
Z,8,4,0.015625,0.000518798828125,0.484375,0.0546875
Z,8,4,0.958984375,0.000652313232421875,0.458984375,0.0546875
Z,8,4,0.716796875,0.17133712768554688,0.466796875,0.96875
Z,8,4,0.94921875,0.0004425048828125,0.44921875,0.0546875
Z,8,4,0.48046875,0.2092742919921875,0.45703125,0.953125
Z,8,4,0.9453125,0.00018310546875,0.4453125,0.03125
Z,8,4,0.71875,0.158172607421875,0.453125,0.953125
Z,8,4,0.24609375,0.1703643798828125,0.484375,0.9609375
Z,8,4,0.71484375,0.1668853759765625,0.4609375,0.96875
Z,8,4,0.7265625,0.157745361328125,0.45703125,0.9375
Z,8,4,0.486328125,0.21455001831054688,0.462890625,0.953125
Z,8,4,0.70703125,0.1666412353515625,0.45703125,0.9453125
Z,8,4,0.712890625,0.16941452026367188,0.462890625,0.953125
Z,8,4,0.025390625,0.000469207763671875,0.474609375,0.046875
Z,8,4,0.25390625,0.1490936279296875,0.45703125,0.921875
Z,8,4,0.25,0.1649169921875,0.4765625,0.953125
Z,8,4,0.47265625,0.2163543701171875,0.46484375,0.953125
Z,8,4,0.033203125,0.000133514404296875,0.466796875,0.03125
Z,8,4,0.955078125,4.1961669921875e-05,0.455078125,0.015625
Z,8,4,0.72265625,0.1706085205078125,0.46875,0.9765625
Z,8,4,0.732421875,0.16032028198242188,0.462890625,0.9375
Z,8,4,0.498046875,0.22559738159179688,0.474609375,0.984375
Z,8,4,0.26171875,0.1745147705078125,0.48046875,0.984375
Z,8,4,0.705078125,0.16578292846679688,0.455078125,0.953125
Z,8,4,0.255859375,0.17716598510742188,0.486328125,0.984375
Z,8,4,0.259765625,0.14622116088867188,0.451171875,0.890625
Z,8,4,0.498046875,0.21461105346679688,0.462890625,0.9609375
Z,8,4,0.71484375,0.1704254150390625,0.46484375,0.9609375
Z,8,4,0.490234375,0.23279953002929688,0.482421875,0.9765625
Z,8,4,0.01953125,0.0004119873046875,0.48046875,0.046875
Z,8,4,0.271484375,0.15848922729492188,0.458984375,0.9296875
Z,8,4,0.474609375,0.22159957885742188,0.470703125,0.953125
Z,8,4,0.9609375,0.000152587890625,0.4609375,0.03125
Z,8,4,0.9296875,0.000274658203125,0.4296875,0.0390625
Z,8,4,0.470703125,0.22156906127929688,0.470703125,0.9453125
Z,8,4,0.712890625,0.16578292846679688,0.458984375,0.953125
Z,8,4,0.490234375,0.21085739135742188,0.458984375,0.9453125
Z,8,4,0.484375,0.216278076171875,0.46484375,0.953125
Z,8,4,0.248046875,0.14802169799804688,0.458984375,0.8984375
Z,8,4,0.248046875,0.15876388549804688,0.470703125,0.9375
Z,8,4,0.48046875,0.2273101806640625,0.4765625,0.9765625
Z,8,4,0.505859375,0.20356369018554688,0.451171875,0.90625
Z,8,4,0.25,0.164886474609375,0.4765625,0.953125
Z,8,4,0.47265625,0.2201080322265625,0.46875,0.96875
Z,8,4,0.490234375,0.21812057495117188,0.466796875,0.9609375
Z,8,4,0.46875,0.2125244140625,0.4609375,0.9375
Z,8,4,0.013671875,0.000133514404296875,0.486328125,0.03125
Z,8,4,0.72265625,0.1557769775390625,0.453125,0.9140625
Z,8,4,0.716796875,0.16776657104492188,0.462890625,0.96875
Z,8,4,0.734375,0.15399169921875,0.45703125,0.90625
Z,8,4,0.5,0.2347412109375,0.484375,0.984375
Z,8,4,0.486328125,0.21076583862304688,0.458984375,0.9375
Z,8,4,0.01953125,0.0003204345703125,0.48046875,0.046875
Z,8,4,0.482421875,0.22159957885742188,0.470703125,0.953125
Z,8,4,0.71484375,0.1666412353515625,0.4609375,0.9453125
Z,8,4,0.490234375,0.21821212768554688,0.466796875,0.96875
Z,8,4,0.716796875,0.17145919799804688,0.466796875,0.9765625
Z,8,4,0.263671875,0.16245651245117188,0.466796875,0.9609375
Z,8,4,0.470703125,0.21427536010742188,0.462890625,0.9296875
Z,8,4,0.248046875,0.16227340698242188,0.474609375,0.9453125
Z,8,4,0.46484375,0.2162017822265625,0.46484375,0.9453125
Z,8,4,0.720703125,0.17341232299804688,0.470703125,0.984375
Z,8,4,0.26171875,0.1597137451171875,0.46484375,0.953125
Z,8,4,0.716796875,0.16450119018554688,0.458984375,0.96875
Z,8,4,0.4921875,0.209686279296875,0.45703125,0.96875
Z,8,4,0.01171875,0.0002593994140625,0.48828125,0.0390625
Z,8,4,0.486328125,0.22156906127929688,0.470703125,0.9453125
Z,8,4,0.478515625,0.20359420776367188,0.451171875,0.9140625
Z,8,4,0.482421875,0.21436691284179688,0.462890625,0.9453125
Z,8,4,0.466796875,0.20368576049804688,0.451171875,0.921875
Z,8,4,0.95703125,0.0001983642578125,0.45703125,0.0390625
Z,8,4,0.4921875,0.209014892578125,0.45703125,0.9375
Z,8,4,0.24609375,0.1595611572265625,0.47265625,0.9375
Z,8,4,0.701171875,0.16032028198242188,0.447265625,0.9375
Z,8,4,0.7109375,0.164825439453125,0.45703125,0.9453125
Z,8,4,0.4765625,0.219757080078125,0.46875,0.9453125
Z,8,4,0.716796875,0.14634323120117188,0.439453125,0.8984375
Z,8,4,0.4765625,0.209075927734375,0.45703125,0.9375
Z,8,4,0.701171875,0.16038131713867188,0.447265625,0.9375
Z,8,4,0.712890625,0.16941452026367188,0.462890625,0.953125
Z,8,4,0.265625,0.172332763671875,0.4765625,0.9765625
Z,8,4,0.251953125,0.16764450073242188,0.478515625,0.953125
Z,8,4,0.5,0.205322265625,0.453125,0.90625
Z,8,4,0.50390625,0.2091827392578125,0.45703125,0.9453125
Z,8,4,0.251953125,0.15687179565429688,0.466796875,0.9296875
Z,8,4,0.001953125,1.1444091796875e-05,0.498046875,0.0078125
Z,8,4,0.716796875,0.14997482299804688,0.443359375,0.921875
Z,8,4,0.48046875,0.2234344482421875,0.47265625,0.953125
Z,8,4,0.484375,0.216278076171875,0.46484375,0.953125
Z,8,4,0.474609375,0.21427536010742188,0.462890625,0.9296875
Z,8,4,0.015625,0.000335693359375,0.484375,0.046875
Z,8,4,0.48046875,0.2308502197265625,0.48046875,0.9609375
Z,8,4,0.263671875,0.17014694213867188,0.474609375,0.9765625
Z,8,4,0.50390625,0.2019500732421875,0.44921875,0.921875
Z,8,4,0.7109375,0.15411376953125,0.4453125,0.921875
Z,8,4,0.478515625,0.21427536010742188,0.462890625,0.9296875
Z,8,4,0.4765625,0.20556640625,0.453125,0.9375
Z,8,4,0.490234375,0.21802902221679688,0.466796875,0.953125
Z,8,4,0.736328125,0.18073654174804688,0.486328125,0.984375
Z,8,4,0.251953125,0.16776657104492188,0.478515625,0.9609375
Z,8,4,0.482421875,0.21094894409179688,0.458984375,0.9453125
Z,8,4,0.029296875,0.000316619873046875,0.470703125,0.046875
Z,8,4,0.02734375,0.0004425048828125,0.47265625,0.0546875
Z,8,4,0.248046875,0.15876388549804688,0.470703125,0.9375
Z,8,4,0.494140625,0.21836471557617188,0.466796875,0.9765625
Z,8,4,0.494140625,0.21128463745117188,0.458984375,0.953125
Z,8,4,0.240234375,0.16941452026367188,0.486328125,0.953125
Z,8,4,0.484375,0.223480224609375,0.47265625,0.9609375
Z,8,4,0.478515625,0.21793746948242188,0.466796875,0.9453125
Z,8,4,0.23828125,0.1629791259765625,0.48046875,0.9375
Z,8,4,0.708984375,0.16404342651367188,0.455078125,0.9453125
Z,8,4,0.712890625,0.16941452026367188,0.462890625,0.953125
Z,8,4,0.732421875,0.16041183471679688,0.462890625,0.9453125
Z,8,4,0.49609375,0.2093963623046875,0.45703125,0.953125
Z,8,4,0.5,0.205352783203125,0.453125,0.9140625
Z,8,4,0.498046875,0.20710372924804688,0.455078125,0.9140625
Z,8,4,0.486328125,0.22916793823242188,0.478515625,0.9765625
Z,8,4,0.23828125,0.1666412353515625,0.484375,0.9453125
Z,8,4,0.7265625,0.17608642578125,0.4765625,0.984375
Z,8,4,0.48046875,0.2055206298828125,0.453125,0.9296875
Z,8,4,0.2578125,0.16131591796875,0.46875,0.9375
Z,8,4,0.26171875,0.1558380126953125,0.4609375,0.921875
Z,8,4,0.0078125,9.1552734375e-05,0.4921875,0.0234375
Z,8,4,0.486328125,0.23276901245117188,0.482421875,0.9765625
Z,8,4,0.47265625,0.2235260009765625,0.47265625,0.9609375
Z,8,4,0.4921875,0.223541259765625,0.47265625,0.96875
Z,8,4,0.259765625,0.17133712768554688,0.478515625,0.96875
Z,8,4,0.703125,0.165008544921875,0.453125,0.953125
Z,8,4,0.478515625,0.20011520385742188,0.447265625,0.90625
Z,8,4,0.72265625,0.1709136962890625,0.46875,0.9765625
Z,8,4,0.955078125,1.1444091796875e-05,0.455078125,0.0078125
Z,8,4,0.47265625,0.2199249267578125,0.46875,0.9609375
Z,8,4,0.248046875,0.15864181518554688,0.470703125,0.9375
Z,8,4,0.484375,0.230926513671875,0.48046875,0.9765625
Z,8,4,0.23828125,0.1523590087890625,0.46875,0.9140625
Z,8,4,0.71875,0.172332763671875,0.46875,0.9765625
Z,8,4,0.48046875,0.2021942138671875,0.44921875,0.9375
Z,8,4,0.03515625,0.0001678466796875,0.46484375,0.03125
Z,8,4,0.5,0.19891357421875,0.4453125,0.9375
Z,8,4,0.501953125,0.23292160034179688,0.482421875,0.984375
Z,8,4,0.490234375,0.21079635620117188,0.458984375,0.9375
Z,8,4,0.478515625,0.21113204956054688,0.458984375,0.9609375
Z,8,4,0.486328125,0.20740890502929688,0.455078125,0.9453125
Z,8,4,0.95703125,0.0003204345703125,0.45703125,0.046875
Z,8,4,0.716796875,0.16758346557617188,0.462890625,0.953125
Z,8,4,0.478515625,0.21793746948242188,0.466796875,0.9453125
Z,8,4,0.478515625,0.20405197143554688,0.451171875,0.9453125
Z,8,4,0.486328125,0.21488571166992188,0.462890625,0.9609375
Z,8,4,0.2578125,0.172698974609375,0.48046875,0.9765625
Z,8,4,0.501953125,0.22190475463867188,0.470703125,0.9765625
Z,8,4,0.728515625,0.15134811401367188,0.451171875,0.8984375
Z,8,4,0.7109375,0.168548583984375,0.4609375,0.9609375
Z,8,4,0.955078125,0.000194549560546875,0.455078125,0.0390625
Z,8,4,0.47265625,0.2234039306640625,0.47265625,0.9453125
Z,8,4,0.02734375,0.0005645751953125,0.47265625,0.0546875
Z,8,4,0.720703125,0.15549850463867188,0.451171875,0.9453125
Z,8,4,0.02734375,0.0003204345703125,0.47265625,0.046875
Z,8,4,0.728515625,0.15143966674804688,0.451171875,0.90625
Z,8,4,0.72265625,0.1487274169921875,0.4453125,0.890625
Z,8,4,0.943359375,7.2479248046875e-05,0.443359375,0.0234375
Z,8,4,0.484375,0.21270751953125,0.4609375,0.953125
Z,8,4,0.72265625,0.1558380126953125,0.453125,0.921875
Z,8,4,0.009765625,0.000286102294921875,0.490234375,0.0390625
Z,8,4,0.248046875,0.15494918823242188,0.466796875,0.921875
Z,8,4,0.490234375,0.20008468627929688,0.447265625,0.90625
Z,8,4,0.017578125,0.000316619873046875,0.482421875,0.0390625
Z,8,4,0.248046875,0.16596603393554688,0.478515625,0.953125
Z,8,4,0.255859375,0.15552902221679688,0.462890625,0.9296875
Z,8,4,0.708984375,0.16392135620117188,0.455078125,0.9453125
Z,8,4,0.9453125,0.000396728515625,0.4453125,0.0546875
Z,8,4,0.9296875,0.000274658203125,0.4296875,0.0390625
Z,8,4,0.01953125,0.0004425048828125,0.48046875,0.0546875
Z,8,4,0.484375,0.230865478515625,0.48046875,0.96875
Z,8,4,0.474609375,0.22532272338867188,0.474609375,0.9609375
Z,8,4,0.716796875,0.16758346557617188,0.462890625,0.953125
Z,8,4,0.4921875,0.195037841796875,0.44140625,0.90625
Z,8,4,0.47265625,0.2234344482421875,0.47265625,0.953125
Z,8,4,0.947265625,7.2479248046875e-05,0.447265625,0.0234375
Z,8,4,0.951171875,0.000408172607421875,0.451171875,0.0546875
Z,8,4,0.486328125,0.21107101440429688,0.458984375,0.953125
Z,8,4,0.251953125,0.16419601440429688,0.474609375,0.953125
Z,8,4,0.943359375,1.1444091796875e-05,0.443359375,0.0078125
Z,8,4,0.73046875,0.1630401611328125,0.46484375,0.9453125
Z,8,4,0.2578125,0.157745361328125,0.46484375,0.9375
Z,8,4,0.72265625,0.1487579345703125,0.4453125,0.8984375
Z,8,4,0.251953125,0.16776657104492188,0.478515625,0.9609375
Z,8,4,0.486328125,0.21796798706054688,0.466796875,0.9453125
Z,8,4,0.259765625,0.16056442260742188,0.466796875,0.953125
Z,8,4,0.71875,0.172271728515625,0.46875,0.96875
Z,8,4,0.4921875,0.220001220703125,0.46875,0.9609375
Z,8,4,0.267578125,0.15668869018554688,0.458984375,0.921875
Z,8,4,0.486328125,0.20417404174804688,0.451171875,0.9375
Z,8,4,0.70703125,0.1632537841796875,0.453125,0.953125
Z,8,4,0.255859375,0.17698287963867188,0.486328125,0.984375
Z,8,4,0.484375,0.208953857421875,0.45703125,0.9296875
Z,8,4,0.70703125,0.1633453369140625,0.453125,0.9609375
Z,8,4,0.7109375,0.164825439453125,0.45703125,0.9453125
Z,8,4,0.232421875,0.15845870971679688,0.478515625,0.921875
Z,8,4,0.712890625,0.16621017456054688,0.458984375,0.96875
Z,8,4,0.958984375,0.000286102294921875,0.458984375,0.046875
Z,8,4,0.49609375,0.2308502197265625,0.48046875,0.9609375
Z,8,4,0.7109375,0.168975830078125,0.4609375,0.984375
Z,8,4,0.50390625,0.2161407470703125,0.46484375,0.9453125
Z,8,4,0.724609375,0.15687179565429688,0.455078125,0.9375
Z,8,4,0.48046875,0.2198638916015625,0.46875,0.9609375
Z,8,4,0.255859375,0.14448165893554688,0.451171875,0.890625
Z,8,4,0.72265625,0.1706085205078125,0.46875,0.9765625
Z,8,4,0.474609375,0.22532272338867188,0.474609375,0.9609375
Z,8,4,0.703125,0.165008544921875,0.453125,0.953125
Z,8,4,0.2578125,0.143585205078125,0.44921875,0.8828125
Z,8,4,0.248046875,0.17692184448242188,0.490234375,0.9765625
Z,8,4,0.25,0.168609619140625,0.48046875,0.9609375
Z,8,4,0.490234375,0.22556686401367188,0.474609375,0.984375
Z,8,4,0.720703125,0.16953659057617188,0.466796875,0.96875
Z,8,4,0.4765625,0.223419189453125,0.47265625,0.953125
Z,8,4,0.482421875,0.21094894409179688,0.458984375,0.9453125
Z,8,4,0.265625,0.157623291015625,0.4609375,0.9296875
Z,8,4,0.7109375,0.164886474609375,0.45703125,0.953125
Z,8,4,0.484375,0.209320068359375,0.45703125,0.953125
Z,8,4,0.46484375,0.2125396728515625,0.4609375,0.9375
Z,8,4,0.275390625,0.15665817260742188,0.455078125,0.9140625
Z,8,4,0.240234375,0.16205978393554688,0.478515625,0.9296875
Z,8,4,0.505859375,0.22220993041992188,0.470703125,0.984375
Z,8,4,0.5,0.19171142578125,0.4375,0.90625
Z,8,4,0.48828125,0.2092742919921875,0.45703125,0.953125
Z,8,4,0.939453125,0.000194549560546875,0.439453125,0.03125
Z,8,4,0.736328125,0.16584396362304688,0.470703125,0.953125
Z,8,4,0.716796875,0.17127609252929688,0.466796875,0.9609375
Z,8,4,0.490234375,0.21073532104492188,0.458984375,0.9296875
Z,8,4,0.73046875,0.1557769775390625,0.45703125,0.9140625
Z,8,4,0.490234375,0.22907638549804688,0.478515625,0.9765625
Z,8,4,0.732421875,0.17130661010742188,0.474609375,0.9609375
Z,8,4,0.716796875,0.17130661010742188,0.466796875,0.9609375
Z,8,4,0.255859375,0.15873336791992188,0.466796875,0.9453125
Z,8,4,0.7109375,0.154266357421875,0.4453125,0.9296875
Z,8,4,0.50390625,0.2125396728515625,0.4609375,0.9375
Z,8,4,0.73046875,0.1704254150390625,0.47265625,0.96875
Z,8,4,0.49609375,0.2093963623046875,0.45703125,0.953125
Z,8,4,0.728515625,0.15488815307617188,0.455078125,0.9140625
Z,8,4,0.275390625,0.16819381713867188,0.466796875,0.984375
Z,8,4,0.71484375,0.1706085205078125,0.46484375,0.9765625
Z,8,4,0.474609375,0.22159957885742188,0.470703125,0.953125
Z,8,4,0.482421875,0.22529220581054688,0.474609375,0.9609375
Z,8,4,0.716796875,0.15674972534179688,0.451171875,0.9296875
Z,8,4,0.94921875,7.62939453125e-05,0.44921875,0.0234375
Z,8,4,0.248046875,0.14860153198242188,0.458984375,0.9140625
Z,8,4,0.478515625,0.22529220581054688,0.474609375,0.9609375
Z,8,4,0.2421875,0.168487548828125,0.484375,0.953125
Z,8,4,0.478515625,0.21793746948242188,0.466796875,0.9453125
Z,8,4,0.494140625,0.21455001831054688,0.462890625,0.953125
Z,8,4,0.7109375,0.164825439453125,0.45703125,0.9453125
Z,8,4,0.71484375,0.1703643798828125,0.46484375,0.9609375
Z,8,4,0.720703125,0.14805221557617188,0.443359375,0.90625
Z,8,4,0.494140625,0.21827316284179688,0.466796875,0.9609375
Z,8,4,0.484375,0.21978759765625,0.46875,0.953125
Z,8,4,0.478515625,0.21845626831054688,0.466796875,0.9765625
Z,8,4,0.490234375,0.21427536010742188,0.462890625,0.9296875
Z,8,4,0.71484375,0.1703643798828125,0.46484375,0.9609375
Z,8,4,0.486328125,0.21107101440429688,0.458984375,0.953125
Z,8,4,0.47265625,0.1985015869140625,0.4453125,0.9140625
Z,8,4,0.490234375,0.23279953002929688,0.482421875,0.9765625
Z,8,4,0.25390625,0.1455230712890625,0.453125,0.90625
Z,8,4,0.490234375,0.21448898315429688,0.462890625,0.953125
Z,8,4,0.482421875,0.22547531127929688,0.474609375,0.9765625
Z,8,4,0.4921875,0.205352783203125,0.453125,0.9140625
Z,8,4,0.0390625,0.000518798828125,0.4609375,0.0546875
Z,8,4,0.705078125,0.16215133666992188,0.451171875,0.9375
Z,8,4,0.693359375,0.16041183471679688,0.443359375,0.9453125
Z,8,4,0.943359375,0.000377655029296875,0.443359375,0.0546875
Z,8,4,0.720703125,0.16941452026367188,0.466796875,0.953125
Z,8,4,0.70703125,0.1667633056640625,0.45703125,0.9609375
Z,8,4,0.240234375,0.16572189331054688,0.482421875,0.9453125
Z,8,4,0.2578125,0.161895751953125,0.46875,0.953125
Z,8,4,0.251953125,0.15687179565429688,0.466796875,0.9296875
Z,8,4,0.24609375,0.1488189697265625,0.4609375,0.90625
Z,8,4,0.47265625,0.2163848876953125,0.46484375,0.9609375
Z,8,4,0.486328125,0.20402145385742188,0.451171875,0.9453125
Z,8,4,0.48828125,0.2235260009765625,0.47265625,0.9609375
Z,8,4,0.0078125,0.0,0.4921875,0.0
Z,8,4,0.9453125,0.000274658203125,0.4453125,0.0390625
Z,8,4,0.71484375,0.1707305908203125,0.46484375,0.984375
Z,8,4,0.478515625,0.20038986206054688,0.447265625,0.9296875
Z,8,4,0.4765625,0.223419189453125,0.47265625,0.953125
Z,8,4,0.720703125,0.16209030151367188,0.458984375,0.9375
Z,8,4,0.705078125,0.16599655151367188,0.455078125,0.9609375
Z,8,4,0.490234375,0.23283004760742188,0.482421875,0.984375
Z,8,4,0.498046875,0.22205734252929688,0.470703125,0.984375
Z,8,4,0.697265625,0.16215133666992188,0.447265625,0.9375
Z,8,4,0.02734375,0.0007476806640625,0.47265625,0.0546875
Z,8,4,0.244140625,0.16028976440429688,0.474609375,0.9296875
Z,8,4,0.259765625,0.16791915893554688,0.474609375,0.9609375
Z,8,4,0.509765625,0.21433639526367188,0.462890625,0.9375
Z,8,4,0.71875,0.168487548828125,0.46484375,0.953125
Z,8,4,0.7109375,0.168975830078125,0.4609375,0.9765625
Z,8,4,0.70703125,0.1527252197265625,0.44140625,0.9375
Z,8,4,0.2578125,0.15435791015625,0.4609375,0.9375
Z,8,4,0.716796875,0.15668869018554688,0.451171875,0.921875
Z,8,4,0.25,0.168548583984375,0.48046875,0.9609375
Z,8,4,0.24609375,0.1595611572265625,0.47265625,0.9375
Z,8,4,0.009765625,1.1444091796875e-05,0.490234375,0.0078125
Z,8,4,0.478515625,0.22898483276367188,0.478515625,0.9609375
Z,8,4,0.021484375,0.000438690185546875,0.478515625,0.0546875
Z,8,4,0.728515625,0.17316818237304688,0.474609375,0.96875
Z,8,4,0.2421875,0.154083251953125,0.46875,0.9140625
Z,8,4,0.248046875,0.15861129760742188,0.470703125,0.9296875
Z,8,4,0.25,0.157806396484375,0.46875,0.9296875
Z,8,4,0.47265625,0.2234344482421875,0.47265625,0.953125
Z,8,4,0.26171875,0.1597137451171875,0.46484375,0.953125
Z,8,4,0.958984375,0.000133514404296875,0.458984375,0.03125
Z,8,4,0.703125,0.165008544921875,0.453125,0.953125
Z,8,4,0.240234375,0.15171432495117188,0.466796875,0.9140625
Z,8,4,0.958984375,0.000286102294921875,0.458984375,0.046875
Z,8,4,0.474609375,0.20365524291992188,0.451171875,0.921875
Z,8,4,0.470703125,0.22156906127929688,0.470703125,0.9453125
Z,8,4,0.484375,0.21258544921875,0.4609375,0.9375
Z,8,4,0.23828125,0.1703338623046875,0.48828125,0.953125
Z,8,4,0.2421875,0.1505126953125,0.46484375,0.90625
Z,8,4,0.71484375,0.1704254150390625,0.46484375,0.9609375
Z,8,4,0.484375,0.20587158203125,0.453125,0.953125
Z,8,4,0.701171875,0.16389083862304688,0.451171875,0.9375
Z,8,4,0.705078125,0.16218185424804688,0.451171875,0.9453125
Z,8,4,0.716796875,0.17145919799804688,0.466796875,0.9765625
Z,8,4,0.4921875,0.20538330078125,0.453125,0.921875
Z,8,4,0.251953125,0.15324020385742188,0.462890625,0.921875
Z,8,4,0.486328125,0.21445846557617188,0.462890625,0.953125
Z,8,4,0.71484375,0.1454620361328125,0.4375,0.8984375
Z,8,4,0.03515625,0.0004425048828125,0.46484375,0.0546875
Z,8,4,0.2421875,0.172210693359375,0.48828125,0.9609375
Z,8,4,0.724609375,0.17515182495117188,0.474609375,0.984375
Z,8,4,0.720703125,0.16941452026367188,0.466796875,0.953125
Z,8,4,0.71875,0.150787353515625,0.4453125,0.9140625
Z,8,4,0.7109375,0.15411376953125,0.4453125,0.921875
Z,8,4,0.48828125,0.2346954345703125,0.484375,0.984375
Z,8,4,0.248046875,0.15494918823242188,0.466796875,0.921875
Z,8,4,0.490234375,0.21839523315429688,0.466796875,0.9765625
Z,8,4,0.25,0.161468505859375,0.47265625,0.9453125
Z,8,4,0.24609375,0.1560821533203125,0.46875,0.9296875
Z,8,4,0.255859375,0.17716598510742188,0.486328125,0.984375
Z,8,4,0.50390625,0.2053375244140625,0.453125,0.9140625
Z,8,4,0.72265625,0.1666412353515625,0.46484375,0.9453125
Z,8,4,0.71875,0.164825439453125,0.4609375,0.9453125
Z,8,4,0.4765625,0.216278076171875,0.46484375,0.953125
Z,8,4,0.248046875,0.18073654174804688,0.494140625,0.984375
Z,8,4,0.705078125,0.16578292846679688,0.455078125,0.953125
Z,8,4,0.720703125,0.15851974487304688,0.455078125,0.9296875
Z,8,4,0.255859375,0.15519332885742188,0.462890625,0.9375
Z,8,4,0.259765625,0.15336227416992188,0.458984375,0.9296875
Z,8,4,0.2734375,0.157623291015625,0.45703125,0.9296875
Z,8,4,0.251953125,0.16044235229492188,0.470703125,0.9453125
Z,8,4,0.716796875,0.16025924682617188,0.455078125,0.9296875
Z,8,4,0.474609375,0.22159957885742188,0.470703125,0.953125
Z,8,4,0.9375,0.000213623046875,0.4375,0.0390625
Z,8,4,0.7265625,0.157562255859375,0.45703125,0.921875
Z,8,4,0.486328125,0.21088790893554688,0.458984375,0.9453125
Z,8,4,0.263671875,0.16953659057617188,0.474609375,0.96875
Z,8,4,0.482421875,0.21070480346679688,0.458984375,0.9296875
Z,8,4,0.498046875,0.22559738159179688,0.474609375,0.984375
Z,8,4,0.486328125,0.21836471557617188,0.466796875,0.9765625
Z,8,4,0.724609375,0.15674972534179688,0.455078125,0.921875
Z,8,4,0.478515625,0.22904586791992188,0.478515625,0.96875
Z,8,4,0.26171875,0.1632843017578125,0.46875,0.9609375
Z,8,4,0.505859375,0.20014572143554688,0.447265625,0.9140625
Z,8,4,0.265625,0.1575927734375,0.4609375,0.921875
Z,8,4,0.712890625,0.15156173706054688,0.443359375,0.9140625
Z,8,4,0.013671875,0.000133514404296875,0.486328125,0.03125
Z,8,4,0.95703125,0.0001983642578125,0.45703125,0.0390625
Z,8,4,0.7109375,0.169097900390625,0.4609375,0.984375
Z,8,4,0.490234375,0.20359420776367188,0.451171875,0.9140625
Z,8,4,0.48046875,0.2198028564453125,0.46875,0.953125
Z,8,4,0.939453125,1.1444091796875e-05,0.439453125,0.0078125
Z,8,4,0.484375,0.223480224609375,0.47265625,0.9609375
Z,8,4,0.498046875,0.20716476440429688,0.455078125,0.921875
Z,8,4,0.71875,0.1722412109375,0.46875,0.96875
Z,8,4,0.728515625,0.17322921752929688,0.474609375,0.9765625
Z,8,4,0.490234375,0.21445846557617188,0.462890625,0.9453125
Z,8,4,0.25,0.147674560546875,0.45703125,0.9140625
Z,8,4,0.724609375,0.16044235229492188,0.458984375,0.9453125
Z,8,4,0.248046875,0.16242599487304688,0.474609375,0.9453125
Z,8,4,0.48046875,0.2021942138671875,0.44921875,0.9375
Z,8,4,0.498046875,0.22904586791992188,0.478515625,0.96875
Z,8,4,0.4765625,0.227142333984375,0.4765625,0.9609375
Z,8,4,0.71875,0.16119384765625,0.45703125,0.9375
Z,8,4,0.498046875,0.22205734252929688,0.470703125,0.984375
Z,8,4,0.25390625,0.1634063720703125,0.47265625,0.953125
Z,8,4,0.4921875,0.2127685546875,0.4609375,0.953125
Z,8,4,0.49609375,0.2098541259765625,0.45703125,0.9765625
Z,8,4,0.23828125,0.1559295654296875,0.47265625,0.921875
Z,8,4,0.73828125,0.1667022705078125,0.47265625,0.953125
Z,8,4,0.48828125,0.2271270751953125,0.4765625,0.9609375
Z,8,4,0.478515625,0.22529220581054688,0.474609375,0.9609375
Z,8,4,0.478515625,0.22166061401367188,0.470703125,0.9609375
Z,8,4,0.693359375,0.16041183471679688,0.443359375,0.9453125
Z,8,4,0.71875,0.172393798828125,0.46875,0.9765625
